file	line	env	title	labels	proof_after	body_start
sec_chebotarev_class_mertens_obstruction.tex	453	lemma	Perron-boundary determinant evaluation	lem:fixed-label-perron-determinant-evaluation;lem:perron-boundary-determinant-evaluation	yes	 \label{lem:fixed-label-perron-determinant-evaluation} \label{lem:perron-boundary-determinant-evaluation} Assume \(\lambda>1\) and \(\eta<\lambda\). For every non-trivial \(\varrho\in\Irr(G)\), the boundary determinant series \[ \sum_{m\ge 1}\frac{\mu(m)}{m} \sum_{\substack{\pi\in\Irr(G)\\(m,\pi)\neq(1,\mathbf 1)}} a_{\varrho,\pi}^{(m)} \log\det(I-\lambda^{-m}A_\pi)^{-1} \] converges absolutely. The displayed summation is a local exclusion of the boundary term \((m,\pi)=(1,\mathbf1)\). That term
sec_chebotarev_class_mertens_obstruction.tex	525	proposition	"Main Theorem II bridge: class-constant deviations,
  inverse readout, and Perron-point determinant evaluation"	prop:class-mertens-deviations;eq:class-mertens-fourier-expansion;eq:class-mertens-normalised-deviation-readout;eq:class-mertens-determinant	yes	 \label{prop:class-mertens-deviations} Under the hypotheses of \Cref{thm:class-mertens-explicit}, define \[ \Delta_C(A,\tau;G) :=\mathcal M_C(A,\tau;G)-\frac{|C|}{|G|}\mathcal M(A). \] and the scalar-normalised zero-mean class coordinate \[ \mathfrak m_C(A,\tau;G) :=\frac{|G|}{|C|}\Delta_C(A,\tau;G). \] Then the classwise deviations \(\Delta_C(A,\tau;G)\) are well defined, and \begin{equation}\label{eq:class-mertens-fourier-expansion} \Delta_C(A,\tau;G) = \frac{|C|}{|G|} \sum_{\varrho\neq\mathbf
sec_chebotarev_class_mertens_obstruction.tex	620	remark	On the twisted spectral-gap hypothesis	rem:twisted-spectral-gap-role	no	 \label{rem:twisted-spectral-gap-role} The condition \[ \eta=\max_{\varrho\neq\mathbf 1}\rho(A_\varrho)<\lambda \] does not enter the determinant identities themselves: the formulas of \Cref{thm:class-function-linearisation,cor:class-function-adams-mobius,cor:primitive-peter-weyl-determinant} are valid throughout the disc \(|z|<\lambda^{-1}\) without it. The role of the hypothesis is exactly to permit evaluation at the Perron point \(z=\lambda^{-1}\) in the non-trivial channels and to convert th
sec_chebotarev_readout.tex	13	theorem	Main Theorem II(c): class-constant Fourier recovery	thm:class-mertens-fourier;eq:class-mertens-fourier-inversion;eq:class-mertens-plancherel	yes	 \label{thm:class-mertens-fourier} Under the hypotheses of \Cref{thm:class-mertens-explicit}, let \(\Delta_C(A,\tau;G)\) be as in \Cref{prop:class-mertens-deviations}. Thus the boundary values \(\Pi_\kappa(\lambda^{-1})\) appearing below are the Perron-point channel values supplied by \Cref{prop:class-mertens-deviations} with that same fixed analytic branch convention. Then for every non-trivial \(\kappa\in\Irr(G)\), \begin{equation}\label{eq:class-mertens-fourier-inversion} \Pi_\kappa(\lambda^{
sec_chebotarev_readout.tex	121	remark	recovery analogy stops at the orthogonality step	rem:recovery-analogy-orthogonality-step;rem:readout-analogy-orthogonality-step	no	 \label{rem:recovery-analogy-orthogonality-step} \label{rem:readout-analogy-orthogonality-step} \Cref{thm:class-mertens-fourier} has the same formal linear-algebra shape as the root-of-unity calculations for fixed-matrix cyclic-lift reconstruction. In the separate canonical cyclic-lift comparison case, ordinary Fourier inversion acts on root-of-unity layers of the single matrix \(A\). Here the full family of conjugacy-class Mertens constants \(\mathcal M_C(A,\tau;G)\) recovers the non-trivial tw
sec_eta_gap.tex	16	theorem	Line-field rigidity at the Perron boundary	thm:eta-gap-rigidity;eq:eta-gap-line-field;eq:eta-gap-loop-character	yes	 \label{thm:eta-gap-rigidity} Fix the finite directed graph with primitive adjacency matrix \(A\), the fixed finite-group cocycle \(\tau\), and the associated twisted matrices \(A_\varrho\) from \eqref{eq:twisted-matrix-def}. Let \(\varrho:G\to U(V_\varrho)\) be an irreducible unitary representation. Then \[ \rho(A_\varrho)=\lambda \] denotes spectral-radius equality for the row-vector twisted matrix from \eqref{eq:twisted-matrix-def}. For the line-field formulation define the column block opera
sec_eta_gap.tex	198	corollary	Finite-state criterion for the strict twisted gap	cor:eta-gap-boundary-classifier;eq:eta-gap-boundary-classifier	yes	" \label{cor:eta-gap-boundary-classifier} This is the operational test for the gap hypothesis. It contains no product-constant formula; it only decides whether the finite extension has a non-trivial Perron-boundary channel. Thus the boundary criterion below is used only to certify the hypothesis of Main Theorems~II--III before the Adams--M\""obius determinant recovery is applied. Suppose \(G\) is non-trivial. Then the following are equivalent. \begin{enumerate} \item The Perron-point input used in"
sec_eta_gap.tex	241	corollary	Loop-character classification of boundary channels	cor:eta-gap-character-classification	yes	 \label{cor:eta-gap-character-classification} Fix a non-trivial irreducible unitary representation \(\varrho:G\to U(V_\varrho)\). For a phase \(\omega\in\TT\) and a vertex \(i\), let \[ W_i(\varrho,\omega) := \bigcap_{\gamma:i\to i} \ker\bigl(\varrho(\tau(\gamma))-\omega^{|\gamma|}I\bigr), \] where the intersection is over all closed admissible paths based at \(i\). Then \(\rho(A_\varrho)=\lambda\) if and only if there are a phase \(\omega\in\TT\) and unit vectors \(\xi_i\in W_i(\varrho,\omega)\
sec_eta_gap.tex	303	proposition	Loop-subgroup obstruction to Perron-boundary channels	prop:eta-gap-loop-subgroup-obstruction	yes	 \label{prop:eta-gap-loop-subgroup-obstruction} Suppose \(G\) is non-trivial, and fix a vertex \(i_0\). Put \(H:=\Gamma_{i_0}(\tau)\) and \(H':=[H,H]\). If the Perron-boundary obstruction \(\eta=\lambda\) occurs, then there is a non-trivial irreducible representation \(\varrho\in\Irr(G)\) such that \[ (V_\varrho)^{H'} := \{v\in V_\varrho:\varrho(h)v=v\text{ for every }h\in H'\} \] is non-zero. Equivalently, if for some vertex \(i_0\) every non-trivial irreducible representation \(\varrho\) of \(
sec_eta_gap.tex	350	corollary	Perfect loop groups force the eta gap	cor:eta-gap-perfect-group	yes	 \label{cor:eta-gap-perfect-group} Suppose \(G\) is non-trivial. Assume that for some vertex \(i_0\) the loop-label subgroup \(\Gamma_{i_0}(\tau)\) is perfect and that, for every non-trivial irreducible representation \(\varrho\) of \(G\), the restricted representation \(\varrho|_{\Gamma_{i_0}(\tau)}\) has no non-zero fixed vector. Then \(\eta<\lambda\). In particular, if \(\Gamma_{i_0}(\tau)=G\) for some vertex \(i_0\) and \(G\) is perfect, then the strict eta-gap hypothesis required in Main Th
sec_eta_gap.tex	376	proposition	"Finite-state certificate for the Perron-point
  hypothesis"	prop:eta-gap-finite-state-certificate	yes	 \label{prop:eta-gap-finite-state-certificate} Assume \(\lambda>1\). Let \(\widetilde A\) be the skew-product adjacency matrix attached to \(\tau\), and set \[ \chi_{\widetilde A}(t):=\det(tI-\widetilde A). \] The following finite-state conditions are equivalent. \begin{enumerate}[label=\rm(\roman*)] \item The strict twisted spectral gap used in the class-Mertens and Frobenius-class product theorems holds: \[ \eta=\max_{\varrho\neq\mathbf 1}\rho(A_\varrho)<\lambda . \] \item The skew-product cha
sec_eta_gap.tex	482	proposition	Perron-point separation argument for Main Theorems II--III	prop:eta-gap-perron-separation	yes	 \label{prop:eta-gap-perron-separation} Assume \(\lambda>1\). The strict twisted spectral gap \(\eta<\lambda\) is equivalent to each of the following Perron-point analytic conditions. \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item For every non-trivial irreducible representation \(\varrho\), the branch \[ \log\det(I-zA_\varrho)^{-1} = \sum_{n\ge1}\frac{\Tr(A_\varrho^n)z^n}{n} \] used in Main Theorem~I extends holomorphically to a neighbourhood of the closed disc \(|z|\le\lambda^{
sec_eta_gap.tex	568	corollary	Line fields are the only Perron-boundary obstruction	cor:eta-gap-only-boundary-export	yes	 \label{cor:eta-gap-only-boundary-export} Under the standing hypotheses with \(\lambda>1\), the results of this section export exactly the following finite-state alternative to the main theorem chain: \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item either no non-trivial boundary line field exists, equivalently \(\eta<\lambda\), and the Perron-point hypotheses of \Cref{thm:class-mertens-explicit,thm:class-euler-product-mertens} are verified; \item or a non-trivial boundary line fie
sec_eta_gap.tex	608	corollary	Perron-point availability for the main constants	thm:eta-gap-diagnostic-interface;cor:eta-gap-boundary-interface;cor:eta-gap-diagnostic-interface	yes	 \label{thm:eta-gap-diagnostic-interface} \label{cor:eta-gap-boundary-interface} \label{cor:eta-gap-diagnostic-interface} Assume \(G\) is non-trivial. For the fixed finite edge cocycle of this paper, the eta-gap section exports to Main Theorems~II--III exactly the following boundary interface: \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item The finite-state criterion of \Cref{prop:eta-gap-finite-state-certificate} is a deterministic pass/fail test for the fixed cocycle. It succeed
sec_eta_gap.tex	680	proposition	Fixed-cocycle scope of the eta-gap certificate	prop:eta-gap-conditional-scope	yes	 \label{prop:eta-gap-conditional-scope} The eta-gap results in this section give, for the finite edge cocycle fixed in the paper, exactly the following finite equality test and Perron-point gate, and no broader classification of gap-producing cocycles. \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item If the finite-state certificate of \Cref{prop:eta-gap-finite-state-certificate} succeeds, then \(\eta<\lambda\), and the Perron-point evaluations used in Main Theorems~II--III are just
sec_eta_gap.tex	734	remark	Strict-gap criteria boundary	rem:eta-gap-criteria-scope;rem:eta-gap-criteria-split	no	 \label{rem:eta-gap-criteria-scope} \label{rem:eta-gap-criteria-split} The criteria above characterize the boundary \(\eta=\lambda\) by a finite line-field test and provide only the hypothesis check needed for Main Theorems~II--III. The loop-character classifier \Cref{cor:eta-gap-character-classification} and perfect-loop-group consequence \Cref{cor:eta-gap-perfect-group} record the structural consequences of this boundary test that are used in the present paper. We do not attempt here to classi
sec_shadows_quotient_boundary.tex	22	definition	Normalised primitive class profile	def:normalised-primitive-class-profile	no	 \label{def:normalised-primitive-class-profile} Under the hypotheses of \Cref{thm:class-mertens-explicit}, define the class function \[ \mathcal B_{A,\tau;G}(C):=\frac{|G|}{|C|}\Delta_C(A,\tau;G), \] where \(\Delta_C(A,\tau;G)=\mathcal M_C(A,\tau;G)-\frac{|C|}{|G|}\mathcal M(A)\). If the target group is a quotient \(Q\) and the cocycle is \(\bar\tau:E_A\to Q\), we write \(\mathcal B_{A,\bar\tau;Q}\) for the same normalised profile computed with \(Q\) and \(\bar\tau\). 
sec_shadows_quotient_boundary.tex	44	theorem	Finite-state projection boundary for scalar inputs	thm:scalar-normalisation-projection-boundary;eq:scalar-normalisation-projection;eq:scalar-normalisation-two-cocycles;eq:scalar-profile-fibers	yes	 \label{thm:scalar-normalisation-projection-boundary} Fix \(A\) with Perron root \(\lambda>1\) and fix \(G\). Let \[ \mathcal T_{\mathrm{gap}}(A,G) := \{\tau:E_A\to G:\eta(\tau)<\lambda\}. \] For \(\tau\in\mathcal T_{\mathrm{gap}}(A,G)\), set \[ \mathcal M^\#_{A,\tau;G}(C) :=\frac{|G|}{|C|}\mathcal M_C(A,\tau;G) \] for conjugacy classes \(C\subset G\), and define the profile map \[ \mathcal B: \mathcal T_{\mathrm{gap}}(A,G)\longrightarrow L^2_{\mathrm{cl}}(G), \qquad \mathcal B(\tau):=\mathcal B
sec_shadows_quotient_boundary.tex	215	corollary	"No scalar cyclic-lift descent without a constant
  class profile"	cor:fixed-matrix-record-no-descent	yes	 \label{cor:fixed-matrix-record-no-descent} Fix \(A\), \(G\), and a non-empty family \(\mathscr T\subset\mathcal T_{\mathrm{gap}}(A,G)\). Let \(\mathcal R(A)\) be any collection of fixed-matrix scalar records formed from \(A\), for instance \(\FP(A)\), \(\mathcal M(A)\), \(F_A\), the branch-lifted cyclic-lift record \(\{\Psi_q(A)\}_{q\ge1}\), the torsion layers \(\{F_A(\omega_q^j)\}_{0\le j<q}\), or the fixed-matrix exponential record of \Cref{def:spectral-fingerprints}. These records are attach
sec_shadows_quotient_boundary.tex	269	theorem	Structural consequence: quotient functoriality	thm:quotient-functoriality;eq:quotient-functoriality-log;eq:quotient-primitive-class-decomposition	yes	 \label{thm:quotient-functoriality} Let \(q:G\twoheadrightarrow Q\) be a surjective homomorphism, and let \(\bar\tau:=q\circ\tau\). For every class function \(f:Q\to\CC\), let \(q^\ast f:=f\circ q\). Then, for \(|z|<\lambda^{-1}\), \begin{equation}\label{eq:quotient-functoriality-log} \mathcal L_{q^\ast f}^{G}(z)=\mathcal L_f^{Q}(z), \qquad \Pi_{q^\ast f}^{G}(z)=\Pi_f^{Q}(z). \end{equation} If \(D\subset Q\) is a conjugacy class and \[ p^q_{n,D}:=\sum_{\substack{C\subset G\\ q(C)=D}}p_{n,C}, \] 
sec_shadows_quotient_boundary.tex	381	corollary	Abelianisation pullback, not cyclic sampling	cor:abelian-cyclic-shadow;eq:abelian-shadow-pullback	yes	 \label{cor:abelian-cyclic-shadow} Let \(q_{\mathrm{ab}}:G\twoheadrightarrow G_{\mathrm{ab}}\) be the abelianisation map. Then the one-dimensional component of \(\mathcal B_{A,\tau;G}\) is the pullback of the primitive profile of the abelianised cocycle: \begin{equation}\label{eq:abelian-shadow-pullback} \mathcal B_{A,\tau;G}^{\mathrm{ab}}(C) = \mathcal B_{A,q_{\mathrm{ab}}\circ\tau;G_{\mathrm{ab}}} \bigl(q_{\mathrm{ab}}(C)\bigr) \qquad (C\subset G). \end{equation} If, in addition, the data are 
sec_shadows_quotient_boundary.tex	467	proposition	Canonical cyclic-lift boundary for root-of-unity layers	prop:canonical-cyclic-lift-root-layer	yes	 \label{prop:canonical-cyclic-lift-root-layer} Let \(q\ge 1\), let \(G=\ZZ/q\ZZ\), and let \(\tau_q:E_A\to\ZZ/q\ZZ\) be the canonical cyclic-lift cocycle \(\tau_q(e)=1\) from \Cref{rem:abelian-toy-model-cyclic}. For \(\chi_j(h)=\omega_q^{jh}\), \[ A_{\chi_j}^{\tau_q}=\omega_q^jA \qquad (0\le j\le q-1). \] Hence the corresponding determinant channels are exactly \[ \log\det(I-zA_{\chi_j}^{\tau_q})^{-1} = \log\det(I-\omega_q^jzA)^{-1}, \] which are the root-of-unity layers used in the scalar compa
sec_shadows_quotient_boundary.tex	517	lemma	Inherited cyclic quotients are not root-of-unity samples	lem:cyclic-quotient-versus-root-layer	yes	 \label{lem:cyclic-quotient-versus-root-layer} Let \(\bar\tau:E_A\to\ZZ/q\ZZ\) be any cyclic quotient cocycle and set \[ (N_h)_{uv}:=\#\{e:u\to v:\bar\tau(e)=h\}, \qquad h\in\ZZ/q\ZZ. \] Then \(A=\sum_hN_h\), and for \(\chi_j(h)=\omega_q^{jh}\) \[ A_{\chi_j}^{\bar\tau} = \sum_{h\in\ZZ/q\ZZ}\omega_q^{jh}N_h. \] Hence the twisted matrices are controlled by the inherited edge-label count matrices \(N_h\), not by \(A\) alone. For \(q>1\), the full root-of-unity identity \(A_{\chi_j}^{\bar\tau}=\omeg
sec_shadows_abelian_and_cyclic.tex	8	theorem	"Structural consequence: abelian shadow and genuine
  non-abelian defect"	thm:abelian-shadow-defect;eq:abelian-shadow-defect-energy	yes	 \label{thm:abelian-shadow-defect} Equip the class functions on \(G\) with the Hermitian inner product \[ \langle F,H\rangle_G := \sum_{C\subset G}\frac{|C|}{|G|}F(C)\overline{H(C)}. \] Let \(\norm{\cdot}_G\) denote the induced norm. With respect to this inner product, \(\mathcal B_{A,\tau;G}^{\mathrm{ab}}\) and \(\mathcal B_{A,\tau;G}^{\mathrm{na}}\) are orthogonal, and \begin{equation}\label{eq:abelian-shadow-defect-energy} \norm{\mathcal B_{A,\tau;G}^{\mathrm{ab}}}_G^2 = \sum_{\substack{\chi\
sec_shadows_abelian_and_cyclic.tex	97	lemma	Cyclic quotients and one-dimensional characters	lem:cyclic-quotients-one-dimensional-characters	yes	 \label{lem:cyclic-quotients-one-dimensional-characters} One has \[ \mathscr C_{\mathrm{cyc}}(G) = \operatorname{span}\{\chi\in\Irr(G):\dim\chi=1\}. \] 
sec_shadows_abelian_and_cyclic.tex	143	theorem	"Structural consequence: exact boundary of cyclic
  detection"	thm:cyclic-detection-boundary	yes	 \label{thm:cyclic-detection-boundary} With \(\mathscr C_{\mathrm{cyc}}(G)\) as above, \[ \mathscr C_{\mathrm{cyc}}(G) = \operatorname{span}\{\chi\in\Irr(G):\dim\chi=1\}. \] If \(P_{\mathrm{cyc}}\) denotes the orthogonal projection onto \(\mathscr C_{\mathrm{cyc}}(G)\), then \[ P_{\mathrm{cyc}}\mathcal B_{A,\tau;G}=\mathcal B_{A,\tau;G}^{\mathrm{ab}}, \qquad (I-P_{\mathrm{cyc}})\mathcal B_{A,\tau;G}=\mathcal B_{A,\tau;G}^{\mathrm{na}}. \] Equivalently, for every cyclic quotient \(q:G\twoheadrigh
sec_shadows_abelian_and_cyclic.tex	194	proposition	Class indicator for \(C_3\)	prop:c3-class-indicator-check	yes	 \label{prop:c3-class-indicator-check} Let \(G=C_3=\{1,a,a^2\}\) with dual group \(\widehat{C_3}=\{\psi_0,\psi_1,\psi_2\}\), where \(\psi_k(a^j)=\omega_3^{kj}\) and \(\omega_3=e^{2\pi i/3}\). Then for any \(g\in G\), \[ \mathbf 1_{\{a\}}(g) =\frac{1}{3}\sum_{k=0}^{2}\overline{\psi_k(a)}\,\psi_k(g) =\frac{1}{3}\sum_{k=0}^{2}\psi_k(a^{-1})\,\psi_k(g), \] whereas the formula without conjugation gives the wrong answer: \[ \frac{1}{3}\sum_{k=0}^{2}\psi_k(a)\,\psi_k(g) =\mathbf 1_{\{a^{-1}\}}(g) \ne \
sec_shadows_abelian_and_cyclic.tex	231	remark	Minimal conjugation-error detector	rem:minimal-conjugation-error-detector	no	 \label{rem:minimal-conjugation-error-detector} \Cref{prop:c3-class-indicator-check} is precisely the counterexample described in the proof of \Cref{prop:class-indicator-expansion}: for \(G=C_3\), the correct class-indicator formula requires the conjugate (or equivalently the group inverse), and the failure without it sends every class \(\{a\}\) to the wrong class \(\{a^{-1}\}\). In the subsequent \(S_3\) example all characters happen to be real-valued, so this failure does not manifest there; t
sec_shadows_s3_certificates.tex	28	lemma	Rational windows for the \(S_3\) obstruction	lem:s3-main-text-certificate-summary	yes	 \label{lem:s3-main-text-certificate-summary} In the verified \(S_3\) full-shift model below, the only numerical inputs imported from the appendices are the following rational windows: \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item \(-342/1000<\Pi_\varepsilon(1/2)<-341/1000\) and \(-719/1000<\Pi_\rho(1/2)<-718/1000\), as stated in \eqref{eq:s3-example-certified-intervals} and proved from the exact rational truncation-and-tail bounds \eqref{eq:s3-example-epsilon-certificate-sum}--
sec_shadows_s3_certificates.tex	83	theorem	Certified \(S_3\) fixed-label product obstruction	thm:s3-certified-nonabelian-defect	yes	 \label{thm:s3-certified-nonabelian-defect} Let \[ A= \begin{pmatrix}1&1\\1&1\end{pmatrix}, \qquad \lambda=2, \] and label the four allowed edges of the full two-shift by \[ \tau(0\to0)=(23),\quad \tau(0\to1)=e, \quad \tau(1\to0)=(12),\quad \tau(1\to1)=(123) \] in \(S_3\). Let \(\varepsilon\) be the sign character and \(\rho\) the standard two-dimensional representation. Then: \begin{enumerate}[label=\textup{(\roman*)}] \item The fixed-label Euler transforms at the Perron point satisfy \[ -\frac
sec_shadows_s3_certificates.tex	194	proposition	"Two-coordinate closure of the verified \(S_3\)
  product obstruction"	prop:s3-two-coordinate-product-obstruction-vector;prop:s3-two-coordinate-product-obstruction-spine;eq:s3-product-obstruction-vector	yes	 \label{prop:s3-two-coordinate-product-obstruction-vector} \label{prop:s3-two-coordinate-product-obstruction-spine} In the verified \(S_3\) model of \Cref{thm:s3-certified-nonabelian-defect}, write \(C_e=\{e\}\), let \(C_t\) be the transposition class, and let \(C_3\) be the class of three-cycles. For the positive constants \(K_C\) in \Cref{thm:class-euler-product-mertens}, set \[ H(C):=-\frac{6}{|C|}\log K_C-\bigl(\gamma+\log C(A)\bigr) \qquad(C\in\{C_e,C_t,C_3\}). \] Then the whole non-scalar 
sec_shadows_s3_certificates.tex	274	corollary	Product-constant obstruction is already finite-state	cor:s3-product-constant-obstruction-finite-state	yes	 \label{cor:s3-product-constant-obstruction-finite-state} In the certified \(S_3\) full-shift model of \Cref{thm:s3-certified-nonabelian-defect}, the obstruction to replacing the Adams-corrected constants of Main Theorem~III by periodic Artin logarithms is completely detected by the two finite rational windows for \(F_\varepsilon(1/2)\) and \(F_\rho(1/2)\). In particular, no cyclic quotient recovery can recover the product vector \((K_C)_{C\subset S_3}\): the sign window already forces a non-zer
sec_finite_part.tex	27	lemma	Classical scalar normalisation at the Perron pole	lem:finite-part-primitive-closed-form;eq:finite-part-determinant-mobius;eq:finite-part-primitive-closed;eq:finite-part-gap-series	yes	 \label{lem:finite-part-primitive-closed-form} Let \(A\) be a primitive non-negative matrix with Perron root \(\lambda>1\). Then \begin{equation}\label{eq:finite-part-determinant-mobius} \FP(A) = \log C(A) +\sum_{m\ge 2}\frac{\mu(m)}{m} \log\det(I-\lambda^{-m}A)^{-1}. \end{equation} Equivalently, \begin{equation}\label{eq:finite-part-primitive-closed} \FP(A) = \log C(A) +\sum_{n\ge 1}p_n(A) \bigl(\lambda^{-n}+\log(1-\lambda^{-n})\bigr). \end{equation} Both series converge absolutely. In particul
sec_finite_part.tex	136	proposition	Classical reduced determinant identity	prop:finite-part-residue-reduced-determinant	yes	 \label{prop:finite-part-residue-reduced-determinant} This is the standard Perron-pole reduced-determinant calculation for a finite SFT zeta function; see \cite{BowenLanford1970Zeta,LindMarcus1995,ParryPollicott1990Zeta}. It is included only to fix the notation \(C(A)\) used in the scalar normalisation. Let \(\mu_2,\dots,\mu_d\) be the non-Perron eigenvalues of \(A\). Then \[ C(A) =\prod_{j=2}^d\left(1-\frac{\mu_j}{\lambda}\right)^{-1} =\det\nolimits'(I-A/\lambda)^{-1}. \] 
sec_finite_part.tex	161	corollary	Classical scalar orbit-Mertens asymptotic	cor:finite-part-mertens-asymptotic	yes	 \label{cor:finite-part-mertens-asymptotic} \leavevmode\par\noindent This is the scalar symbolic-dynamics Mertens statement in the normalisation used below; compare the classical orbit-Mertens literature \cite{Sharp1991Mertens,ParryPollicott1990Zeta}. Let \(A\) be a primitive non-negative matrix with Perron root \(\lambda>1\). Then \[ \sum_{n\le N}\frac{p_n(A)}{\lambda^n} =\log N+\mathcal M(A)+o(1) \qquad (N\to\infty), \] where \(\mathcal M(A)=\gamma+\FP(A)\). 
sec_finite_part.tex	226	theorem	Scalar normalisation and no descent	thm:finite-part-scalar-interface-no-descent;eq:finite-part-scalar-interface-splitting	yes	 \label{thm:finite-part-scalar-interface-no-descent} Fix a primitive non-negative matrix \(A\) with Perron root \(\lambda>1\), a finite group \(G\), and a non-empty family \(\mathscr T\subset\mathcal T_{\mathrm{gap}}(A,G)\) of cocycles satisfying the twisted spectral gap; here \(\mathcal T_{\mathrm{gap}}(A,G)\) is the set of cocycles \(E_A\to G\) with \(\eta(\tau)<\lambda\). For \(\tau\in\mathscr T\), let \[ \mathcal M^\#_{A,\tau;G}(C):=\frac{|G|}{|C|}\mathcal M_C(A,\tau;G) \] and let \(\mathcal
sec_finite_part.tex	311	corollary	"Only the trivial channel descends from fixed-matrix
  scalar data"	cor:fixed-matrix-scalar-interface-only	yes	 \label{cor:fixed-matrix-scalar-interface-only} In the setting of \Cref{thm:finite-part-scalar-interface-no-descent}, the projection of the normalised class-Mertens profile onto the constant class functions is exactly \(\mathcal M(A)\mathbf1_G\). Hence any scalar finite-part formula or canonical cyclic-lift reconstruction that depends only on \(A\) can enter the finite-group theorem chain only through the trivial-channel normalisation \(\mathcal M(A)\). It cannot determine the non-trivial class 
sec_finite_part.tex	346	corollary	Rank-zero scalar obstruction for class profiles	cor:scalar-record-rank-zero-bound	yes	 \label{cor:scalar-record-rank-zero-bound} Keep the notation and hypotheses of \Cref{thm:finite-part-scalar-interface-no-descent}. Let \(\mathscr T\subset\mathcal T_{\mathrm{gap}}(A,G)\) be non-empty, and let \[ \mathcal Z(\mathscr T) := \operatorname{span}_{\mathbb{R}} \{\mathcal B_{A,\tau;G}-\mathcal B_{A,\tau';G}: \tau,\tau'\in\mathscr T\} \] be the real zero-mean class-function space actually swept out by the non-trivial primitive profiles in the family. Then the scalar finite part \(\FP(A)\
sec_appendices_s3_model.tex	16	proposition	Quadratic Adams obstruction	prop:quadratic-adams-obstruction	yes	 \label{prop:quadratic-adams-obstruction} Let \(\chi\) be a non-trivial quadratic character of \(G\). Then, for \(|z|<\lambda^{-1}\), \[ \Pi_\chi(z) = \sum_{\substack{m\ge 1\\ m\ \mathrm{odd}}} \frac{\mu(m)}{m}\,\mathcal L_\chi(z^m) + \sum_{\substack{m\ge 1\\ m\ \mathrm{even}}} \frac{\mu(m)}{m}\,\mathcal L_{\mathbf 1}(z^m). \] In particular, if \(\mathcal L_\chi\equiv0\), then \[ \Pi_\chi(z) = -\frac{1}{2} \sum_{\substack{r\ge 1\\ r\ \mathrm{odd}}} \frac{\mu(r)}{r}\, \mathcal L_{\mathbf 1}(z^{2r
sec_appendices_s3_model.tex	115	proposition	Twisted channels for the \(S_3\)-example	prop:s3-example-channels;eq:s3-example-aeps;eq:s3-example-arho;eq:s3-example-arho-charpoly;eq:s3-example-logarithms;eq:s3-example-periodic-classes;eq:s3-example-periodic-equidistribution;eq:s3-example-eta-check	yes	 \label{prop:s3-example-channels} One has \begin{equation}\label{eq:s3-example-aeps} A_\varepsilon= \begin{pmatrix} -1 & 1 \\ -1 & 1 \end{pmatrix}, \qquad A_\varepsilon^2=0, \qquad \det(I-zA_\varepsilon)=1. \end{equation} Moreover, \begin{equation}\label{eq:s3-example-arho} A_\rho= \begin{pmatrix} \frac12 & \frac32 & 1 & 0 \\ \frac12 & -\frac12 & 0 & 1 \\ -1 & 0 & -\frac12 & -\frac32 \\ 0 & 1 & \frac12 & -\frac12 \end{pmatrix}, \end{equation} and \begin{equation}\label{eq:s3-example-arho-charpol
sec_appendices_s3_model.tex	270	proposition	Primitive channels for the \(S_3\)-example	prop:s3-example-primitive-channels;eq:s3-example-pi-eps;eq:s3-example-adams-rho;eq:s3-example-pi-rho;eq:s3-example-alpha-beta	yes	 \label{prop:s3-example-primitive-channels} The sign channel satisfies \begin{equation}\label{eq:s3-example-pi-eps} \Pi_\varepsilon(z) = -\frac12 \sum_{\substack{r\ge 1\\ r\ \mathrm{odd}}} \frac{\mu(r)}{r}\log(1-2z^{2r})^{-1}, \end{equation} with the Perron-point certificate recorded in \Cref{lem:s3-example-perron-certificates}. For the standard representation, \begin{equation}\label{eq:s3-example-adams-rho} \psi^m\rho= \begin{cases} \rho, & m\equiv \pm 1 \pmod 6, \\ \mathbf 1-\varepsilon+\rho, 
sec_appendices_s3_model.tex	355	proposition	"Naive Artin formula obstruction at the Euler-product
  level"	prop:s3-naive-artin-obstruction;eq:s3-f-level-windows;eq:s3-artin-zero-f-nonzero	yes	 \label{prop:s3-naive-artin-obstruction} In the \(S_3\)-example, \begin{equation}\label{eq:s3-f-level-windows} -\frac{381}{1000}<F_\varepsilon(1/2)<-\frac{380}{1000}, \qquad -\frac{923}{1000}<F_\rho(1/2)<-\frac{922}{1000}. \end{equation} At the same point the ordinary Artin logarithm in the sign channel is identically zero: \begin{equation}\label{eq:s3-artin-zero-f-nonzero} \mathcal L_\varepsilon(1/2)=0, \qquad F_\varepsilon(1/2)\neq0. \end{equation} Hence Frobenius-class Euler-product constants
